parties_norm,parties_match,code,objectid,parties,archived,type,statusgrp,status,areaunit,layer_id,mapref,typeabb,part,layer_name,dtestart,areavalue,jurisdic,respoffice,name,region,summary,subtype,resources,stragreementconditionsjson,dtegranted,applno,typegroup,dtepegged,codeconcat,renewal,acccode,comments,interest,dteapplied,typecode,dteexpires,dterenewal,oldcode,resourcescd,operador,company,con_type,area_km,location,concession,operador_l,shape_leng,nomes,fc_id,objectid_1,source_name
"Rino Company, Limitada","Rino Company, Limitada",2668,1259202,RINO COMPANY LDA,,Concessão Mineira,Extinto,Cancelado,Hectares,6,"SOFALA, GORONGOSA, GORONGOSA, NHAMADZE",,Parte 1,Todas Licenças Extinto,,3200,Moçambique,Maputo Cidade,2668C,,,,AUM,,,,Exploração,,2668 C,,,,Pessoa Colectiva,2008-03-25,C,,,,AUM,,,,,,,,,,,,MZ
"África Yuxiao Mining Development Company, Limitada","África Yuxiao Mining Development Company, Limitada",5303,1259214,"Africa Yuxiao Mining Development Company, Limitada ",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectares,6,"TETE, ZUMBU, ZUMBU",,Parte 1,Todas Licenças Extinto,,12573.74,Moçambique,Maputo Cidade,,,,,FE,,,,Pesquisa,,5303 L,,,CANCELADO POR SOBREPOSICAO COM A ÁREA RESTRICTA.,Pessoa Colectiva,2012-05-07,L,,,,FE,,,,,,,,,,,,MZ
"Niassa Gold, S.A.","Niassa Gold, S.A.",5347,1259323,"Niassa Gold, S.A. ",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectares,6,"NIASSA, LAGO, COBUE",,Parte 1,Todas Licenças Extinto,,41.83,Moçambique,Maputo Cidade,,,,,AUM,,,,Pesquisa,,5347 L,,,,Pessoa Colectiva,2012-05-09,L,,,,AUM,,,,,,,,,,,,MZ
"Niassa Gold, S.A.","Niassa Gold, S.A.",5349,1259324,"Niassa Gold, S.A. ",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectares,6,"TETE, ZUMBU, MUZE",,Parte 1,Todas Licenças Extinto,,24305.44,Moçambique,Maputo Cidade,,,,,"AU, CU, PT",,,,Pesquisa,,5349 L,,,,Pessoa Colectiva,2012-05-09,L,,,,"AU, CU, PT",,,,,,,,,,,,MZ
"Lake Mining, Limitada","Lake Mining, Limitada",5382,1259354,"Lake Mining, Lda ",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectares,6,"NIASSA, LAGO, MANIAMBA, METANGULA; SANGA, LUSSIMBESSE",,Parte 1,Todas Licenças Extinto,,12967.71,Moçambique,Maputo Cidade,,,,,COM,,,,Pesquisa,,5382 L,,,,Pessoa Colectiva,2012-05-10,L,,,,COM,,,,,,,,,,,,MZ
"Coal Min Mozambique, Limitada","Coal Min Mozambique, Limitada",5475,1259370,"Coal Min Mozambique, Lda. ",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectares,6,"ZAMBEZIA, GILE, GILE",,Parte 1,Todas Licenças Extinto,,1005.98,Moçambique,Maputo Cidade,,,,,TAM,,,,Pesquisa,,5475 L,,,,Pessoa Colectiva,2012-05-25,L,,,,TAM,,,,,,,,,,,,MZ
"Euro Export, Limitada","Euro Export, Limitada",22,1259381,"Euro Export, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, GILE, ALTO LIGONHA",,Parte 1,Todas Licenças Extinto,,640,Moçambique,Maputo Cidade,22L,,,,"BER, TAN, TOU",,1998-06-18,,Pesquisa,,22 L,,,,Pessoa Colectiva,,L,2003-06-18,,681/L/1999,"BER, TAN, TOU",,,,,,,,,,,,MZ
"Codmat, Limitada","Codmat, Limitada",35,1259382,Codmat Ltd (Moç.),,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"TETE, LUENHA, LUENHA",,Parte 1,Todas Licenças Extinto,,22,Moçambique,Maputo Cidade,35L,,,,"AU, TOU",,1999-08-02,,Pesquisa,,35 L,,,,Pessoa Colectiva,,L,2003-08-02,,662/L/99,"AU, TOU",,,,,,,,,,,,MZ
"Egemony Resources (Moçambique), Limitada","Egemony Resources (Moçambique), Limitada",69,1259386,"Egemony Resources (Moz), Ltd",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, GILE, GILE",,Parte 1,Todas Licenças Extinto,,6440,Moçambique,Maputo Cidade,69L,,,,"BER, TAN, TOU",,2000-10-10,,Pesquisa,,69 L,,,,Pessoa Colectiva,2000-06-07,L,2005-10-20,,789/L/00,"BER, TAN, TOU",,,,,,,,,,,,MZ
"Companhia Mineira de Naburi, S.A.R.L","Companhia Mineira de Naburi, S.A.R.L",73,1259389,"Companhia Mineira de Naburi, S.A.R.L",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"ZAMBEZIA, PEBANE, MUALAMA, NABURI",,Parte 1,Todas Licenças Extinto,,21780,Moçambique,Maputo Cidade,73L,,,,HSA,,2000-12-31,,Pesquisa,,73 L,,,,Pessoa Colectiva,,L,2010-12-31,,748/L/00,HSA,,,,,,,,,,,,MZ
"Gemma, Limitada","Gemma, Limitada",77,1259392,"Gemma, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE",,Parte 1,Todas Licenças Extinto,,5120,Moçambique,Maputo Cidade,77L,,,,TAN,,2000-10-20,,Pesquisa,,77 L,,,,Pessoa Colectiva,2000-06-19,L,2005-10-20,,795/L/02,TAN,,,,,,,,,,,,MZ
"Hidro - Geotécnica, Limitada","Hidro - Geotécnica, Limitada",92,1259393,"Hidro Geotecnica, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"TETE, MOATIZE, MOATIZE",,Parte 1,Todas Licenças Extinto,,1440,Moçambique,Maputo Cidade,92L,,,,GRN,,2000-10-20,,Pesquisa,,92 L,,,,Pessoa Colectiva,,L,2002-10-20,,801/L/00,GRN,,,,,,,,,,,,MZ
"CMM - Companhia Mineira de Morrua, Limitada","CMM - Companhia Mineira de Morrua, Limitada",99,1259396,Companhia Mineira de Morrua,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE; ILE, MULEVALA",,Parte 1,Todas Licenças Extinto,,1460,Moçambique,Maputo Cidade,99L,,,,TAN,,2001-11-05,,Pesquisa,,99 L,,,,Pessoa Colectiva,2001-02-28,L,2003-11-05,,852/L/01,TAN,,,,,,,,,,,,MZ
"CMM - Companhia Mineira de Morrua, Limitada","CMM - Companhia Mineira de Morrua, Limitada",100,1259397,Companhia Mineira de Morrua,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE; ILE, MULEVALA",,Parte 1,Todas Licenças Extinto,,800,Moçambique,Maputo Cidade,100L,,,,TAN,,2001-11-05,,Pesquisa,,100 L,,,,Pessoa Colectiva,2002-02-28,L,2003-11-05,,853/L/01,TAN,,,,,,,,,,,,MZ
"CMM - Companhia Mineira de Morrua, Limitada","CMM - Companhia Mineira de Morrua, Limitada",101,1259398,Companhia Mineira de Morrua,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE",,Parte 1,Todas Licenças Extinto,,480,Moçambique,Maputo Cidade,101L,,,,TAN,,2001-05-11,,Pesquisa,,101 L,,,,Pessoa Colectiva,2000-02-28,L,2003-05-11,,854/L/01,TAN,,,,,,,,,,,,MZ
"Clover Moçambique, Limitada","Clover Moçambique, Limitada",102,1259399,"Clover Moçambique, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"TETE, MOATIZE, MOATIZE",,Parte 1,Todas Licenças Extinto,,1030,Moçambique,Maputo Cidade,102L,,,,GRN,,2001-07-12,,Pesquisa,,102 L,,,,Pessoa Colectiva,2001-08-21,L,2003-07-12,,924/L/01,GRN,,,,,,,,,,,,MZ
"J.V. Consultores Internacionais, Limitada","J.V. Consultores Internacionais, Limitada",110,1259403,"J.V. Consultores Internacionais, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, GILE, ALTO LIGONHA",,Parte 1,Todas Licenças Extinto,,1200,Moçambique,Maputo Cidade,110L,,,,,,2001-09-20,,Pesquisa,,110 L,,,,Pessoa Colectiva,2001-06-15,L,2002-09-20,,894/L/01,,,,,,,,,,,,,MZ
"Double D, Limitada","Double D, Limitada",111,1259404,"Double D, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, GILE, ALTO LIGONHA",,Parte 1,Todas Licenças Extinto,,300,Moçambique,Maputo Cidade,111L,,,,TAN,,2001-09-13,,Pesquisa,,111 L,,,,Pessoa Colectiva,2001-07-24,L,2006-09-13,,888/L/01,TAN,,,,,,,,,,,,MZ
"CMM - Companhia Mineira de Morrua, Limitada","CMM - Companhia Mineira de Morrua, Limitada",112,1259405,Companhia Mineira de Morrua,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE; ILE, MULEVALA",,Parte 1,Todas Licenças Extinto,,864,Moçambique,Maputo Cidade,112L,,,,TAN,,2001-10-04,,Pesquisa,,112 L,,,,Pessoa Colectiva,,L,2002-10-04,,897/L/01,TAN,,,,,,,,,,,,MZ
"Moika, Limitada","Moika, Limitada",114,1259407,"Moika, Ltd",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, MILANGE, MONGUE; MORRUMBALA, CHIRE",,Parte 1,Todas Licenças Extinto,,12677,Moçambique,Maputo Cidade,114L,,,,CAU,,2001-07-05,,Pesquisa,,114 L,,,,Pessoa Colectiva,2001-03-08,L,2003-07-05,,866/L/01,CAU,,,,,,,,,,,,MZ
"Egemony Resources (Moçambique), Limitada","Egemony Resources (Moçambique), Limitada",115,1259408,"Egemony Resources (Moz), Ltd",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE; ILE, ILE",,Parte 1,Todas Licenças Extinto,,1280,Moçambique,Maputo Cidade,115L,,,,TAN,,2001-08-13,,Pesquisa,,115 L,,,,Pessoa Colectiva,2001-04-24,L,2006-08-13,,874/L/01,TAN,,,,,,,,,,,,MZ
"PGM Mineral Mining Mozambique, Limitada","PGM Mineral Mining Mozambique, Limitada",138,1259424,"PGM Mineral Mining Mozambique, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"NAMPULA, NACALA-A-VELHA, NACALA-A-VELHA",,Parte 1,Todas Licenças Extinto,,1626,Moçambique,Maputo Cidade,138L,,,,"TAN, TOU",,2001-07-11,,Pesquisa,,138 L,,,,Pessoa Colectiva,2000-05-24,L,2002-07-11,,914/L/01,"TAN, TOU",,,,,,,,,,,,MZ
"G.M.C. - Gold Mining Corporation, S.A.R.L.","G.M.C. - Gold Mining Corporation, S.A.R.L.",143,1259426,"G.M.C. - Gold Mining Corporation, S.A.R.L.",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"NIASSA, LAGO, LUHNO, MANIAMBA",,Parte 1,Todas Licenças Extinto,,10000,Moçambique,Maputo Cidade,143L,,,,"AU, TOU",,2001-10-19,,Pesquisa,,143 L,,,,Pessoa Colectiva,,L,2002-10-19,,905/L/01,"AU, TOU",,,,,,,,,,,,MZ
"CMM - Companhia Mineira de Morrua, Limitada","CMM - Companhia Mineira de Morrua, Limitada",144,1259427,Companhia Mineira de Morrua,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE; ILE, MULEVALA",,Parte 1,Todas Licenças Extinto,,673,Moçambique,Maputo Cidade,144L,,,,TAN,,2001-10-04,,Pesquisa,,144 L,,,,Pessoa Colectiva,2001-02-28,L,2003-10-04,,896/L/01,TAN,,,,,,,,,,,,MZ
"G.M.C. - Gold Mining Corporation, S.A.R.L.","G.M.C. - Gold Mining Corporation, S.A.R.L.",145,1259428,"G.M.C. - Gold Mining Corporation, S.A.R.L.",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"NIASSA, LAGO, COBUE; SANGA, MATCHEDJE",,Parte 1,Todas Licenças Extinto,,88938,Moçambique,Maputo Cidade,145L,,,,"AU, TOU",,2001-10-19,,Pesquisa,,145 L,,,,Pessoa Colectiva,2001-10-08,L,2002-10-19,,889/L/01,"AU, TOU",,,,,,,,,,,,MZ
"Condor, Limitada","Condor, Limitada",152,1259431,"Condor, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"NAMPULA, CIDADE_DE_NAMPULA, CIDADE_DE_NAMPULA",,Parte 1,Todas Licenças Extinto,,7,Moçambique,Maputo Cidade,152L,,,,STO,,2001-11-07,,Pesquisa,,152 L,,,,Pessoa Colectiva,2001-07-04,L,2002-11-07,,892/L/01,STO,,,,,,,,,,,,MZ
"Areeiro do Sul, Limitada","Areeiro do Sul, Limitada",161,1259433,"Areeiro do Sul, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"MAPUTO, NAMAACHA, NAMAACHA",,Parte 1,Todas Licenças Extinto,,108,Moçambique,Maputo Cidade,161L,,,,STO,,2001-09-13,,Pesquisa,,161 L,,,,Pessoa Colectiva,2001-04-17,L,2002-09-13,,887/L/01,STO,,,,,,,,,,,,MZ
"Bala Ussocoti, Limitada","Bala Ussocoti, Limitada",175,1259436,"Bala Ussokoti, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE",,Parte 1,Todas Licenças Extinto,,1440,Moçambique,Maputo Cidade,175L,,,,TAN,,2001-12-10,,Pesquisa,,175 L,,,,Pessoa Colectiva,,L,2002-12-10,,901/L/01,TAN,,,,,,,,,,,,MZ
"CMM - Companhia Mineira de Morrua, Limitada","CMM - Companhia Mineira de Morrua, Limitada",185,1259442,Companhia Mineira de Morrua,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE",,Parte 1,Todas Licenças Extinto,,120,Moçambique,Maputo Cidade,185L,,,,TAN,,2001-05-11,,Pesquisa,,185 L,,,,Pessoa Colectiva,2002-04-24,L,2002-05-11,,855/L/01,TAN,,,,,,,,,,,,MZ
"Rovuma Mozambique, Limitada","Rovuma Mozambique, Limitada",188,1259444,"ROVUMA MOZAMBIQUE, LIMITADA",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectare,6,"MAPUTO, MAGUDE, MAPULANGUENE",,Parte 1,Todas Licenças Extinto,,3480,Moçambique,Maputo Cidade,188L,,,,Pedra de Construção,,2001-11-16,,Pesquisa,,188 L,,,,Pessoa Colectiva,2001-07-05,L,2002-11-16,,917/L/01,STO,,,,,,,,,,,,MZ
"Rovuma Mozambique, Limitada","Rovuma Mozambique, Limitada",193,1259447,"ROVUMA MOZAMBIQUE, LIMITADA",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectare,6,"GAZA, MASSINGIR, MAVODZE",,Parte 1,Todas Licenças Extinto,,2586,Moçambique,Maputo Cidade,193L,,,,Pedra de Construção,,2001-11-16,,Pesquisa,,193 L,,,,Pessoa Colectiva,2001-07-05,L,2002-11-16,,919/L/01,STO,,,,,,,,,,,,MZ
"Terique, Limitada","Terique, Limitada",638,1259680,"Terique, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, GILE, GILE",,Parte 1,Todas Licenças Extinto,,600,Moçambique,Maputo Cidade,638L,,,,TAN,,2004-02-02,,Pesquisa,,638 L,,,,Pessoa Colectiva,2003-12-04,L,2009-02-02,,,TAN,,,,,,,,,,,,MZ
Indústria Al Satar Limitada,Indústria Al Satar Limitada,207,1259457,"Industria Al - Satar, Lda",,Licença de Prospecção e Pesquisa,Extinto,Revogado,Hectares,6,"MAPUTO, NAMAACHA, CHANGALANE",,Parte 1,Todas Licenças Extinto,,60,Moçambique,Maputo Cidade,207AM,,,,AGU,,2002-10-07,,Pesquisa,,207 L,,,,Pessoa Colectiva,2002-07-15,L,2012-10-07,,972/L/02,AGU,,,,,,,,,,,,MZ
"Monomotapa Mining, Limitada","Monomotapa Mining, Limitada",227,1259465,"Monomotapa Mining, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"MANICA, MANICA, MACHIPANDA",,Parte 1,Todas Licenças Extinto,,793,Moçambique,Maputo Cidade,227L,,,,"AU, TOU",,2002-12-27,,Pesquisa,,227 L,,,,Pessoa Colectiva,2002-10-01,L,2003-12-27,,1043/L/2002,"AU, TOU",,,,,,,,,,,,MZ
"Condor, Limitada","Condor, Limitada",235,1259470,"Condor, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"NAMPULA, CIDADE_DE_NAMPULA, CIDADE_DE_NAMPULA",,Parte 1,Todas Licenças Extinto,,3,Moçambique,Maputo Cidade,235L,,,,SAN,,2002-04-17,,Pesquisa,,235 L,,,,Pessoa Colectiva,2001-04-07,L,2003-04-17,,966/L/2002,SAN,,,,,,,,,,,,MZ
"Eldorado Mining, Limitada","Eldorado Mining, Limitada",256,1259486,"Eldorado Mining, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"MANICA, MANICA, MACHIPANDA",,Parte 1,Todas Licenças Extinto,,2968,Moçambique,Maputo Cidade,256L,,,,"AU, TOU",,2003-03-13,,Pesquisa,,256 L,,,,Pessoa Colectiva,2002-10-07,L,2004-03-13,,1053/L/2002,"AU, TOU",,,,,,,,,,,,MZ
"Condor, Limitada","Condor, Limitada",261,1259489,"Condor, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"NAMPULA, MECONTA, CORRANE",,Parte 1,Todas Licenças Extinto,,104,Moçambique,Maputo Cidade,261L,,,,LST,,2002-09-06,,Pesquisa,,261 L,,,,Pessoa Colectiva,2002-03-11,L,2003-09-06,,998/L/02,LST,,,,,,,,,,,,MZ
"CMM - Companhia Mineira de Morrua, Limitada","CMM - Companhia Mineira de Morrua, Limitada",267,1259494,Companhia Mineira de Morrua,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE; ILE, MULEVALA",,Parte 1,Todas Licenças Extinto,,864,Moçambique,Maputo Cidade,267L,,,,"TAN, TOU",,2002-10-21,,Pesquisa,,267 L,,,,Pessoa Colectiva,2002-09-16,L,2003-10-21,,1011/L/02,"TAN, TOU",,,,,,,,,,,,MZ
"CMM - Companhia Mineira de Morrua, Limitada","CMM - Companhia Mineira de Morrua, Limitada",268,1259495,Companhia Mineira de Morrua,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE; ILE, MULEVALA",,Parte 1,Todas Licenças Extinto,,800,Moçambique,Maputo Cidade,268L,,,,TAN,,2002-10-21,,Pesquisa,,268 L,,,,Pessoa Colectiva,2002-09-16,L,2003-10-21,,1012/L/02,TAN,,,,,,,,,,,,MZ
"Tantalite Internacional, Limitada","Tantalite Internacional, Limitada",707,1259729,Tantalite Internacional Lda,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, LUGELA, MUNHAMADE",,Parte 1,Todas Licenças Extinto,,1440,Moçambique,Maputo Cidade,707L,,,,TAN,,2004-06-28,,Pesquisa,,707 L,,,,Pessoa Colectiva,2004-05-11,L,2009-06-28,,,TAN,,,,,,,,,,,,MZ
"G.M.C. - Gold Mining Corporation, S.A.R.L.","G.M.C. - Gold Mining Corporation, S.A.R.L.",281,1259505,"G.M.C. - Gold Mining Corporation, S.A.R.L.",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE; GILE, GILE",,Parte 1,Todas Licenças Extinto,,5054,Moçambique,Maputo Cidade,281L,,,,"GEM, SEM",,2002-01-28,,Pesquisa,,281 L,,,,Pessoa Colectiva,,L,2003-01-28,,931/L/02,"GEM, SEM",,,,,,,,,,,,MZ
"G.M.C. - Gold Mining Corporation, S.A.R.L.","G.M.C. - Gold Mining Corporation, S.A.R.L.",283,1259507,"G.M.C. - Gold Mining Corporation, S.A.R.L.",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, GILE, GILE",,Parte 1,Todas Licenças Extinto,,3282,Moçambique,Maputo Cidade,283L,,,,"GEM, SEM",,2002-01-28,,Pesquisa,,283 L,,,,Pessoa Colectiva,,L,2003-01-28,,932/L/02,"GEM, SEM",,,,,,,,,,,,MZ
"Mocubela Minas, Limitada","Mocubela Minas, Limitada",298,1259518,"Mocubela Minas, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"ZAMBEZIA, MAGANJA_DA_COSTA, MOCUBELA",,Parte 1,Todas Licenças Extinto,,2800,Moçambique,Maputo Cidade,298L,,,,TAN,,2002-01-28,,Pesquisa,,298 L,,,,Pessoa Colectiva,2003-11-13,L,2007-01-28,,944/L/02,TAN,,,,,,,,,,,,MZ
"G.M.C. - Gold Mining Corporation, S.A.R.L.","G.M.C. - Gold Mining Corporation, S.A.R.L.",301,1259520,"G.M.C. - Gold Mining Corporation, S.A.R.L.",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"NIASSA, LAGO, COBUE, LUHNO; SANGA, MACALOGE, MATCHEDJE",,Parte 1,Todas Licenças Extinto,,381573,Moçambique,Maputo Cidade,301L,,,,"AU, TOU",,2002-01-28,,Pesquisa,,301 L,,,,Pessoa Colectiva,,L,2003-01-28,,930/L/02,"AU, TOU",,,,,,,,,,,,MZ
"Tamar, Limitada","Tamar, Limitada",311,1259530,"Sociedade Tamar, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"TETE, MOATIZE, KAMBULATSISI",,Parte 1,Todas Licenças Extinto,,1297,Moçambique,Maputo Cidade,311L,,,,GR,,2002-01-28,,Pesquisa,,311 L,,,,Pessoa Colectiva,,L,2003-01-28,,936/L/02,GR,,,,,,,,,,,,MZ
"Rovuma Mozambique, Limitada","Rovuma Mozambique, Limitada",346,1259539,"ROVUMA MOZAMBIQUE, LIMITADA",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectare,6,"MAPUTO, MAGUDE, MAPULANGUENE",,Parte 1,Todas Licenças Extinto,,3480,Moçambique,Maputo Cidade,346L,,,,Pedra de Construção,,2001-11-16,,Pesquisa,,346 L,,,,Pessoa Colectiva,2001-09-05,L,2002-11-16,,,STO,,,,,,,,,,,,MZ
"Tantalite Internacional, Limitada","Tantalite Internacional, Limitada",361,1259547,Tantalite Internacional Lda,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, LUGELA, MUNHAMADE; MOCUBA, MOCUBA",,Parte 1,Todas Licenças Extinto,,8700,Moçambique,Maputo Cidade,361L,,,,TAM,,2003-08-28,,Pesquisa,,361 L,,,,Pessoa Colectiva,2003-03-03,L,2008-08-25,,,TAM,,,,,,,,,,,,MZ
"Rovuma Mozambique, Limitada","Rovuma Mozambique, Limitada",366,1259551,"ROVUMA MOZAMBIQUE, LIMITADA",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectare,6,"ZAMBEZIA, MILANGE, MOLUMBO",,Parte 1,Todas Licenças Extinto,,5400,Moçambique,Maputo Cidade,366L,,,,Sienitos Nefelínicos,,2003-10-06,,Pesquisa,,366 L,,,,Pessoa Colectiva,2002-12-31,L,2008-10-06,,,NSY,,,,,,,,,,,,MZ
"South East African Mining, Limitada","South East African Mining, Limitada",407,1259576,"South East African Mining, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"MANICA, MANICA, MACHIPANDA",,Parte 1,Todas Licenças Extinto,,331,Moçambique,Maputo Cidade,407L,,,,,,2002-12-11,,Pesquisa,,407 L,,,,Pessoa Colectiva,,L,2003-12-11,,,,,,,,,,,,,,,MZ
"Egemony Resources (Moçambique), Limitada","Egemony Resources (Moçambique), Limitada",411,1259580,"Egemony Resources (Moz), Ltd",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, GILE, GILE",,Parte 1,Todas Licenças Extinto,,4160,Moçambique,Maputo Cidade,411L,,,,"BER, TAN, TOU",,2002-11-13,,Pesquisa,,411 L,,,,Pessoa Colectiva,2002-07-29,L,2007-11-13,,1026/L/2002,"BER, TAN, TOU",,,,,,,,,,,,MZ
"Mineral Capital Moz, Limitada","Mineral Capital Moz, Limitada",420,1259585,"Capitol Resources, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"MANICA, MANICA, MACHIPANDA, MAVONDE, MESSICA",,Parte 1,Todas Licenças Extinto,,2520,Moçambique,Maputo Cidade,420L,,,,"AU, TOU",,2003-08-25,,Pesquisa,,420 L,,,,Pessoa Colectiva,,L,2008-08-25,,,"AU, TOU",,,,,,,,,,,,MZ
"Rovuma Mozambique, Limitada","Rovuma Mozambique, Limitada",422,1259587,"ROVUMA MOZAMBIQUE, LIMITADA",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectare,6,"ZAMBEZIA, MILANGE, MILANGE",,Parte 1,Todas Licenças Extinto,,7680,Moçambique,Maputo Cidade,422L,,,,Sienitos Nefelínicos,,2003-10-06,,Pesquisa,,422 L,,,,Pessoa Colectiva,2002-12-31,L,2008-10-06,,,NSY,,,,,,,,,,,,MZ
"Mineralia de Moçambique, Limitada","Mineralia de Moçambique, Limitada",428,1259590,"Mineralia de Moçambique, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"TETE, MOATIZE, MOATIZE",,Parte 1,Todas Licenças Extinto,,4880,Moçambique,Maputo Cidade,428L,,,,COA,,2003-08-28,,Pesquisa,,428 L,,,,Pessoa Colectiva,,L,2004-08-28,,1033/L/2002,COA,,,,,,,,,,,,MZ
"PGM Mineral Mining Mozambique, Limitada","PGM Mineral Mining Mozambique, Limitada",430,1259592,"PGM Mineral Mining Mozambique, Lda",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectares,6,"NAMPULA, NACALA-A-VELHA, NACALA-A-VELHA",,Parte 1,Todas Licenças Extinto,,1340,Moçambique,Maputo Cidade,430L,,,,TOU,,2003-08-25,,Pesquisa,,430 L,,,,Pessoa Colectiva,2003-04-22,L,2008-08-25,,902/L/2001,TOU,,,,,,,,,,,,MZ
"Mocubela Minas, Limitada","Mocubela Minas, Limitada",431,1259593,"Mocubela Minas, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"ZAMBEZIA, MAGANJA_DA_COSTA, MOCUBELA",,Parte 1,Todas Licenças Extinto,,2800,Moçambique,Maputo Cidade,431L,,,,TAM,,2002-01-28,,Pesquisa,,431 L,,,,Pessoa Colectiva,2001-07-20,L,2007-01-28,,,TAM,,,,,,,,,,,,MZ
